stock_code,trade_time,trade_date,open,close,high,low,volume,amount,change_pct,change,turnover_ratio,pre_close
002358,2025-01-02 00:00:00,2025-01-02,4.57,4.48,4.66,4.43,21167900,96593641.16,-2.18,-0.1,2.28,4.58
002358,2025-01-03 00:00:00,2025-01-03,4.48,4.24,4.55,4.22,22944200,100603574.0,-5.36,-0.24,2.47,4.48
002358,2025-01-06 00:00:00,2025-01-06,4.23,4.39,4.49,4.09,26778700,115794201.0,3.54,0.15,2.88,4.24
002358,2025-01-07 00:00:00,2025-01-07,4.36,4.64,4.7,4.34,30028900,135779579.0,5.69,0.25,3.23,4.39
002358,2025-01-08 00:00:00,2025-01-08,4.62,4.56,4.63,4.38,25703300,116487681.0,-1.72,-0.08,2.76,4.64
002358,2025-01-09 00:00:00,2025-01-09,4.57,4.67,4.83,4.51,31560100,148619967.0,2.41,0.11,3.39,4.56
002358,2025-01-10 00:00:00,2025-01-10,4.61,4.42,4.69,4.42,22184600,101539215.0,-5.35,-0.25,2.39,4.67
002358,2025-01-13 00:00:00,2025-01-13,4.35,4.44,4.49,4.28,16331200,72256703.0,0.45,0.02,1.76,4.42
002358,2025-01-14 00:00:00,2025-01-14,4.49,4.75,4.76,4.47,27840000,130272336.0,6.98,0.31,2.99,4.44
002358,2025-01-15 00:00:00,2025-01-15,4.78,4.68,4.78,4.64,18732100,88236398.0,-1.47,-0.07,2.01,4.75
002358,2025-01-16 00:00:00,2025-01-16,4.72,4.71,4.79,4.66,16464400,78135381.0,0.64,0.03,1.77,4.68
002358,2025-01-17 00:00:00,2025-01-17,4.71,4.72,4.77,4.65,17190800,81485169.0,0.21,0.01,1.85,4.71
002358,2025-01-20 00:00:00,2025-01-20,4.74,4.8,4.88,4.7,23020600,111164476.0,1.69,0.08,2.48,4.72
002358,2025-01-21 00:00:00,2025-01-21,4.84,5.28,5.28,4.82,55291400,288688513.5,10.0,0.48,5.95,4.8
002358,2025-01-22 00:00:00,2025-01-22,5.81,5.81,5.81,5.81,37165000,216671920.85,10.04,0.53,4.0,5.28
002358,2025-01-23 00:00:00,2025-01-23,6.39,5.36,6.39,5.34,231146900,1377811382.57,-7.75,-0.45,24.86,5.81
002358,2025-01-24 00:00:00,2025-01-24,5.03,5.17,5.47,4.93,156072300,807206804.98,-3.54,-0.19,16.79,5.36
002358,2025-01-27 00:00:00,2025-01-27,5.14,4.72,5.22,4.71,102207500,502317066.36,-8.7,-0.45,10.99,5.17
002358,2025-02-05 00:00:00,2025-02-05,4.73,4.73,4.82,4.65,49842000,236483706.0,0.21,0.01,5.36,4.72
002358,2025-02-06 00:00:00,2025-02-06,4.68,4.79,4.82,4.66,54695500,260236795.02,1.27,0.06,5.88,4.73
002358,2025-02-07 00:00:00,2025-02-07,4.79,4.96,5.06,4.77,74685700,370597039.0,3.55,0.17,8.03,4.79
002358,2025-02-10 00:00:00,2025-02-10,4.95,4.98,5.02,4.94,46686000,232936053.72,0.4,0.02,5.02,4.96
002358,2025-02-11 00:00:00,2025-02-11,4.98,4.97,4.99,4.9,34762300,172492264.0,-0.2,-0.01,3.74,4.98
002358,2025-02-12 00:00:00,2025-02-12,4.97,5.13,5.15,4.96,51325200,262074137.0,3.22,0.16,5.52,4.97
002358,2025-02-13 00:00:00,2025-02-13,5.14,5.08,5.18,5.05,38333500,196599962.0,-0.97,-0.05,4.12,5.13
002358,2025-02-14 00:00:00,2025-02-14,5.04,4.95,5.07,4.95,37009700,185558815.5,-2.56,-0.13,3.98,5.08
002358,2025-02-17 00:00:00,2025-02-17,5.01,5.17,5.18,4.98,53891100,276571870.0,4.44,0.22,5.8,4.95
002358,2025-02-18 00:00:00,2025-02-18,5.22,5.03,5.27,5.01,40625000,208418486.0,-2.71,-0.14,4.37,5.17
002358,2025-02-19 00:00:00,2025-02-19,5.0,5.08,5.11,5.0,31416800,159790731.6,0.99,0.05,3.38,5.03
002358,2025-02-20 00:00:00,2025-02-20,5.09,5.14,5.15,5.05,31047200,159233027.0,1.18,0.06,3.34,5.08
002358,2025-02-21 00:00:00,2025-02-21,5.14,5.31,5.4,5.1,60846200,321857700.7,3.31,0.17,6.54,5.14
002358,2025-02-24 00:00:00,2025-02-24,5.35,5.39,5.47,5.29,52268800,282284141.38,1.51,0.08,5.62,5.31
002358,2025-02-25 00:00:00,2025-02-25,5.29,5.4,5.51,5.24,41240600,222808142.8,0.19,0.01,4.44,5.39
002358,2025-02-26 00:00:00,2025-02-26,5.39,5.52,5.54,5.36,48186000,264818903.0,2.22,0.12,5.18,5.4
002358,2025-02-27 00:00:00,2025-02-27,5.55,5.56,5.59,5.43,42798100,236255062.0,0.72,0.04,4.6,5.52
002358,2025-02-28 00:00:00,2025-02-28,5.56,5.84,6.12,5.53,92094900,548071135.96,5.04,0.28,9.91,5.56
002358,2025-03-03 00:00:00,2025-03-03,5.73,5.92,6.27,5.66,139602400,830562814.69,1.37,0.08,15.01,5.84
