fund_code,short_name,net_value,source
561870,现金流全指ETF华富,1.33,eastmoney_fallback
562890,A50ETF嘉实,1.407,eastmoney_fallback
159954,恒生中国企业ETF南方,0.964,eastmoney_fallback
563650,中证A500ETF兴业,1.336,eastmoney_fallback
159596,A50ETF华宝,0.669,eastmoney_fallback
159843,食品饮料ETF招商,0.595,eastmoney_fallback
159709,物联网ETF工银,1.64,eastmoney_fallback
589380,科创AIETF富国,1.494,eastmoney_fallback
512240,A50ETF鹏华,1.196,eastmoney_fallback
159798,消费ETF易方达,0.897,eastmoney_fallback
159318,恒指港股通ETF银华,1.346,eastmoney_fallback
561080,全指现金流ETF华安,1.347,eastmoney_fallback
589090,科创AIETF鹏华,1.125,eastmoney_fallback
159273,云计算ETF汇添富,1.425,eastmoney_fallback
159617,中证500价值ETF华夏,1.426,eastmoney_fallback
562530,中证1000价值ETF华夏,1.354,eastmoney_fallback
520900,港股通红利ETF广发,1.13,eastmoney_fallback
159360,A500ETF天弘,1.358,eastmoney_fallback
159251,港股通科技ETF万家,0.83,eastmoney_fallback
159711,港股通50ETF华夏,1.36,eastmoney_fallback
159627,A100ETF华夏,1.36,eastmoney_fallback
589230,科创人工智能ETF南方,0.908,eastmoney_fallback
159287,创业板综ETF博时,1.211,eastmoney_fallback
561230,中证A50ETF工银,1.363,eastmoney_fallback
159758,红利质量ETF华夏,1.137,eastmoney_fallback
513320,港股通新经济ETF易方达,1.139,eastmoney_fallback
588880,科创100ETF华泰柏瑞,1.599,eastmoney_fallback
159670,消费50ETF国联安,0.915,eastmoney_fallback
517010,沪港深500ETF易方达,1.145,eastmoney_fallback
159505,国证2000ETF博时,1.68,eastmoney_fallback
159726,港股通高股息ETF华夏,1.38,eastmoney_fallback
515910,质量ETF中金,0.691,eastmoney_fallback
588210,科创100ETF易方达,1.618,eastmoney_fallback
563830,全指现金流ETF博时,1.314,eastmoney_fallback
159740,恒生科技ETF大成,0.619,eastmoney_fallback
513020,港股科技ETF国泰,1.006,eastmoney_fallback
159677,中证1000增强ETF银华,1.549,eastmoney_fallback
560510,中证A500ETF泰康,1.242,eastmoney_fallback
510900,恒生中国企业ETF易方达,1.087,eastmoney_fallback
563220,A500ETF富国,1.321,eastmoney_fallback
159363,创业板人工智能ETF华宝,1.244,eastmoney_fallback
159591,A50ETF富国,1.4,eastmoney_fallback
159923,中证A100ETF大成,2.258,eastmoney_fallback
516110,汽车ETF国泰,1.324,eastmoney_fallback
562000,A100ETF华宝,0.624,eastmoney_fallback
560690,电信ETF鹏华,2.184,eastmoney_fallback
159729,互联网ETF汇添富,0.78,eastmoney_fallback
159128,港股科技ETF天弘,0.781,eastmoney_fallback
513580,恒生科技ETF华安,0.625,eastmoney_fallback
515800,中证800ETF汇添富,1.329,eastmoney_fallback
510550,中证500ETF方正富邦,2.112,eastmoney_fallback
159359,A500ETF华安,1.333,eastmoney_fallback
159738,云计算ETF华泰柏瑞,2.04,eastmoney_fallback
563860,中证A500ETF海富通,1.335,eastmoney_fallback
513150,港股通科技ETF华泰柏瑞,1.021,eastmoney_fallback
588900,科创100ETF南方,1.652,eastmoney_fallback
159277,港股通红利ETF富国,1.025,eastmoney_fallback
563360,A500ETF华泰柏瑞,1.342,eastmoney_fallback
512260,中证500低波动ETF华安,1.975,eastmoney_fallback
588010,科创新材料ETF博时,1.028,eastmoney_fallback
159390,中证A50ETF国联,1.267,eastmoney_fallback
159266,港股央企红利ETF永赢,1.03,eastmoney_fallback
159338,中证A500ETF国泰,1.271,eastmoney_fallback
159339,A500ETF银华,1.277,eastmoney_fallback
530530,上证580ETF华夏,1.199,eastmoney_fallback
513560,香港科技ETF兴银,1.199,eastmoney_fallback
159960,恒生中国企业ETF平安,0.88,eastmoney_fallback
588800,科创100ETF华夏,1.603,eastmoney_fallback
589950,科创100ETF富国,1.203,eastmoney_fallback
513260,恒生科技ETF汇添富,1.205,eastmoney_fallback
159636,港股通科技30ETF工银,0.563,eastmoney_fallback
159905,红利ETF工银,1.851,eastmoney_fallback
513980,港股科技ETF景顺,0.645,eastmoney_fallback
513070,港股通消费ETF易方达,1.21,eastmoney_fallback
513820,港股通红利ETF汇添富,1.292,eastmoney_fallback
517880,品牌消费ETF华泰柏瑞,0.808,eastmoney_fallback
588190,科创100ETF银华,1.617,eastmoney_fallback
159361,A500ETF易方达,1.294,eastmoney_fallback
561790,央企能源ETF博时,1.379,eastmoney_fallback
560380,A100ETF南方,1.298,eastmoney_fallback
159822,新经济ETF银华,0.649,eastmoney_fallback
513380,恒生科技ETF广发,0.569,eastmoney_fallback
159770,机器人ETF天弘,1.057,eastmoney_fallback
588030,科创100ETF博时,1.63,eastmoney_fallback
159631,A100ETF招商,1.305,eastmoney_fallback
159379,A500ETF融通,1.388,eastmoney_fallback
561950,中证500增强ETF招商,1.473,eastmoney_fallback
517360,沪港深科技ETF华安,0.982,eastmoney_fallback
588980,科创100ETF广发,1.474,eastmoney_fallback
588120,科创100ETF国泰,1.639,eastmoney_fallback
159856,互联网龙头ETF工银,0.656,eastmoney_fallback
563660,A500ETF银河,1.313,eastmoney_fallback
159593,中证A50ETF平安,1.398,eastmoney_fallback
159191,港股通科技ETF易方达,0.988,eastmoney_fallback
159550,互联网ETF东财,0.906,eastmoney_fallback
159656,沪深300成长ETF万家,1.236,eastmoney_fallback
159127,港股通红利ETF南方,0.989,eastmoney_fallback
159352,A500ETF南方,1.321,eastmoney_fallback
159533,中证2000ETF博时,2.066,eastmoney_fallback
513830,港股通高股息ETF嘉实,1.24,eastmoney_fallback
560220,中证2000ETF广发,1.571,eastmoney_fallback
560820,中证A50ETF新华,1.241,eastmoney_fallback
517200,互联网ETF嘉实,0.662,eastmoney_fallback
159686,A100ETF易方达,1.325,eastmoney_fallback
563500,A500ETF华宝,0.663,eastmoney_fallback
159357,A500ETF博时,1.332,eastmoney_fallback
159238,沪深300增强ETF景顺,1.332,eastmoney_fallback
159356,A500ETF万家,1.335,eastmoney_fallback
516620,影视ETF国泰,1.002,eastmoney_fallback
561090,A500增强ETF华安,1.255,eastmoney_fallback
520860,港股通科技ETF富国,0.837,eastmoney_fallback
159215,A500ETF平安,1.345,eastmoney_fallback
560300,电信ETF汇添富,2.27,eastmoney_fallback
159362,A500ETF工银,1.347,eastmoney_fallback
512050,A500ETF华夏,1.263,eastmoney_fallback
159909,TMT50ETF招商,1.263,eastmoney_fallback
513090,香港证券ETF易方达,1.853,eastmoney_fallback
562310,沪深300成长ETF银华,1.099,eastmoney_fallback
520590,恒生科技ETF鹏华,0.846,eastmoney_fallback
512080,A500ETF中金,1.354,eastmoney_fallback
513810,港股国企ETF华夏,1.779,eastmoney_fallback
159532,中证2000ETF易方达,1.779,eastmoney_fallback
159916,基本面ETF建信,5.36,eastmoney_fallback
159326,电网设备ETF华夏,1.966,eastmoney_fallback
517800,人工智能50ETF方正富邦,1.026,eastmoney_fallback
516510,云计算ETF易方达,1.796,eastmoney_fallback
515170,食品饮料ETF华夏,0.514,eastmoney_fallback
159353,中证A500ETF景顺,1.285,eastmoney_fallback
520660,港股通央企红利ETF南方,1.114,eastmoney_fallback
159862,食品饮料ETF银华,0.601,eastmoney_fallback
159125,港股通科技ETF招商,0.773,eastmoney_fallback
517000,沪港深500ETF银华,1.032,eastmoney_fallback
159633,中证1000ETF易方达,3.528,eastmoney_fallback
512160,MSCI中国A股ETF南方,1.552,eastmoney_fallback
159661,A100ETF嘉实,1.467,eastmoney_fallback
159800,中证800ETF鹏华,1.473,eastmoney_fallback
159268,港股通消费ETF汇添富,0.869,eastmoney_fallback
517100,沪港深500ETF富国,1.043,eastmoney_fallback
588020,科创成长ETF易方达,2.347,eastmoney_fallback
513230,港股通消费ETF华夏,0.957,eastmoney_fallback
563880,A500ETF汇添富,1.308,eastmoney_fallback
512770,战略新兴ETF华夏,2.444,eastmoney_fallback
563630,A500增强ETF国联安,1.31,eastmoney_fallback
159913,深价值ETF交银,2.536,eastmoney_fallback
515090,可持续发展ETF博时,1.405,eastmoney_fallback
513970,恒生消费ETF景顺,0.879,eastmoney_fallback
520570,恒生科技ETF南方,0.792,eastmoney_fallback
588110,科创成长ETF广发,2.289,eastmoney_fallback
513130,恒生科技ETF华泰柏瑞,0.617,eastmoney_fallback
512090,MSCIA股ETF易方达,2.031,eastmoney_fallback
159741,恒生科技ETF嘉实,0.619,eastmoney_fallback
159743,湖北ETF博时,1.415,eastmoney_fallback
561880,A100ETF华富,1.329,eastmoney_fallback
561990,沪深300增强ETF招商,1.064,eastmoney_fallback
159101,港股通科技ETF华夏,0.798,eastmoney_fallback
159630,A100ETF汇添富,1.422,eastmoney_fallback
159708,红利ETF西部利得,0.89,eastmoney_fallback
159240,A500增强ETF天弘,1.337,eastmoney_fallback
520810,港股通红利ETF易方达,1.07,eastmoney_fallback
159739,云计算ETF鹏华,1.702,eastmoney_fallback
512040,价值100ETF富国,1.255,eastmoney_fallback
512070,证券保险ETF易方达,0.807,eastmoney_fallback
513180,恒生科技ETF华夏,0.628,eastmoney_fallback
515980,人工智能ETF华富,0.987,eastmoney_fallback
159265,港股消费ETF鹏华,0.9,eastmoney_fallback
159331,红利港股ETF国泰,1.351,eastmoney_fallback
515400,大数据ETF富国,0.991,eastmoney_fallback
512910,A100ETF广发,1.356,eastmoney_fallback
563800,A500ETF广发,1.266,eastmoney_fallback
159358,中证A500ETF大成,1.358,eastmoney_fallback
159742,恒生科技ETF博时,0.635,eastmoney_fallback
159527,云计算ETF广发,2.269,eastmoney_fallback
159302,港股高股息ETF银华,1.362,eastmoney_fallback
159269,港股通科技ETF南方,0.908,eastmoney_fallback
159351,A500ETF嘉实,1.273,eastmoney_fallback
159552,中证2000增强ETF招商,2.294,eastmoney_fallback
562360,机器人ETF银华,1.104,eastmoney_fallback
561500,漂亮50ETF华泰柏瑞,0.829,eastmoney_fallback
516630,云计算ETF华夏,1.751,eastmoney_fallback
159717,ESGETF鹏华,1.107,eastmoney_fallback
513010,恒生科技ETF易方达,0.646,eastmoney_fallback
530100,上证580ETF易方达,1.201,eastmoney_fallback
517080,沪港深500ETF汇添富,1.021,eastmoney_fallback
512370,A500增强ETF华夏,1.21,eastmoney_fallback
560180,沪深300ESGETF南方,1.214,eastmoney_fallback
159380,A500ETF东财,1.401,eastmoney_fallback
159526,机器人ETF嘉实,1.499,eastmoney_fallback
159399,现金流ETF国泰,1.125,eastmoney_fallback
589270,科创100ETF前海开源,1.032,eastmoney_fallback
513220,中概互联ETF招商,1.036,eastmoney_fallback
159209,红利质量ETF招商,1.226,eastmoney_fallback
589050,科创综指ETF兴业,1.324,eastmoney_fallback
560630,机器人ETF万家,1.141,eastmoney_fallback
513890,恒生科技ETF摩根,0.954,eastmoney_fallback
512020,A500ETF鹏华,1.336,eastmoney_fallback
517030,沪港深300ETF易方达,1.147,eastmoney_fallback
517300,沪港深300ETF国寿,0.956,eastmoney_fallback
512190,浙商之江凤凰ETF,2.868,eastmoney_fallback
512060,A100ETF天弘,1.245,eastmoney_fallback
159511,通信ETF南方,2.299,eastmoney_fallback
512870,杭州湾区ETF南华,1.533,eastmoney_fallback
159976,湾创ETF工银,1.345,eastmoney_fallback
520530,港股通科技ETF东财,0.865,eastmoney_fallback
159285,港股通消费ETF华安,0.865,eastmoney_fallback
510390,沪深300ETF平安,5.4,eastmoney_fallback
510090,责任ETF建信,2.604,eastmoney_fallback
159685,1000增强ETF天弘,1.548,eastmoney_fallback
520620,恒生消费ETF嘉实,0.873,eastmoney_fallback
563010,电信ETF易方达,2.135,eastmoney_fallback
515770,MSCI中国A股ETF摩根,1.456,eastmoney_fallback
159712,港股通50ETF国泰,1.263,eastmoney_fallback
512690,酒ETF鹏华,0.487,eastmoney_fallback
159607,中概互联网ETF嘉实,0.877,eastmoney_fallback
159605,中概互联ETF广发,0.881,eastmoney_fallback
515630,证券保险ETF鹏华,1.275,eastmoney_fallback
561180,A100ETF富国,1.376,eastmoney_fallback
510010,180治理ETF交银,1.772,eastmoney_fallback
512970,大湾区ETF平安,1.578,eastmoney_fallback
515130,沪深300ETF博时,1.579,eastmoney_fallback
512720,计算机ETF国泰,1.283,eastmoney_fallback
159620,中证500成长ETF华夏,1.285,eastmoney_fallback
517550,沪港深消费龙头ETF招商,0.695,eastmoney_fallback
159902,中小100ETF华夏,4.966,eastmoney_fallback
513050,中概互联网ETF易方达,1.193,eastmoney_fallback
159299,金融科技ETF易方达,0.796,eastmoney_fallback
159855,影视ETF银华,0.896,eastmoney_fallback
561930,沪深300ETF招商,1.593,eastmoney_fallback
588690,科创增强ETF银华,1.195,eastmoney_fallback
516910,物流ETF富国,1.196,eastmoney_fallback
515390,沪深300ETF华安,1.397,eastmoney_fallback
512520,MSCI中国ETF华泰柏瑞,1.499,eastmoney_fallback
159300,沪深300ETF富国,5.112,eastmoney_fallback
563960,300质量ETF兴全,1.003,eastmoney_fallback
563550,A500增强ETF摩根,1.308,eastmoney_fallback
560770,机器人ETF招商,1.008,eastmoney_fallback
159519,港股国企ETF国泰,1.818,eastmoney_fallback
588240,科创200ETF鹏华,1.719,eastmoney_fallback
563600,A500增强ETF易方达,1.113,eastmoney_fallback
159890,云计算ETF招商,1.822,eastmoney_fallback
159013,工业互联网ETF大成,1.013,eastmoney_fallback
520670,港股通科技ETF嘉实,0.812,eastmoney_fallback
159673,沪深300ETF鹏华,1.32,eastmoney_fallback
561130,国货ETF富国,1.016,eastmoney_fallback
159778,工业互联网ETF鹏华,1.224,eastmoney_fallback
159018,石油ETF广发,1.021,eastmoney_fallback
562500,机器人ETF华夏,1.022,eastmoney_fallback
520520,恒生消费ETF华泰柏瑞,1.022,eastmoney_fallback
515350,沪深300ETF民生加银,6.439,eastmoney_fallback
159578,深证主板50ETF南方,1.234,eastmoney_fallback
159188,红利100ETF景顺,1.029,eastmoney_fallback
515160,MSCI中国ETF招商,1.651,eastmoney_fallback
159925,沪深300ETF南方,4.851,eastmoney_fallback
512990,MSCIA股ETF华夏,2.068,eastmoney_fallback
560610,A500ETF招商,1.241,eastmoney_fallback
159747,香港科技ETF南方,1.243,eastmoney_fallback
512380,MSCI中国ETF银华,1.662,eastmoney_fallback
517170,沪港深500ETF华夏,1.039,eastmoney_fallback
563900,300自由现金流ETF摩根,1.249,eastmoney_fallback
159258,机器人ETF南方,1.145,eastmoney_fallback
515110,一带一路ETF易方达,1.774,eastmoney_fallback
159919,沪深300ETF嘉实,5.014,eastmoney_fallback
510350,沪深300ETF工银,5.024,eastmoney_fallback
515180,红利ETF易方达,1.467,eastmoney_fallback
159735,港股消费ETF银华,0.735,eastmoney_fallback
516830,沪深300ESGETF富国,1.052,eastmoney_fallback
589220,科创200ETF国泰,1.054,eastmoney_fallback
159512,汽车ETF广发,1.371,eastmoney_fallback
159699,恒生消费ETF广发,0.95,eastmoney_fallback
516260,物联网ETF华夏,1.373,eastmoney_fallback
563570,金融科技ETF兴业,0.845,eastmoney_fallback
159330,沪深300ETF东财,1.481,eastmoney_fallback
561260,能源ETF工银,1.377,eastmoney_fallback
560750,A500ETF申万菱信,1.378,eastmoney_fallback
513590,港股通消费ETF鹏华,0.848,eastmoney_fallback
560650,核心50ETF民生加银,1.061,eastmoney_fallback
159723,科技龙头ETF汇添富,1.061,eastmoney_fallback
515330,沪深300ETF天弘,1.38,eastmoney_fallback
159588,石油ETF景顺,1.38,eastmoney_fallback
159998,计算机ETF天弘,1.065,eastmoney_fallback
562850,央企能源ETF嘉实,1.387,eastmoney_fallback
159248,人工智能ETF万家,1.71,eastmoney_fallback
561660,通用航空ETF平安,1.177,eastmoney_fallback
159688,恒生互联网ETF华安,0.856,eastmoney_fallback
515460,红利质量ETF南方,0.965,eastmoney_fallback
520580,新兴亚洲ETF招商,0.967,eastmoney_fallback
510360,沪深300ETF广发,1.829,eastmoney_fallback
159621,ESGETF国泰,1.186,eastmoney_fallback
589800,科创综指ETF易方达,1.512,eastmoney_fallback
561200,中证A100ETF工银,1.516,eastmoney_fallback
589700,科创成长ETF南方,1.955,eastmoney_fallback
159819,人工智能ETF易方达,1.74,eastmoney_fallback
563320,通用航空ETF华泰柏瑞,1.089,eastmoney_fallback
515380,沪深300ETF泰康,5.555,eastmoney_fallback
589820,科创200ETF建信,1.308,eastmoney_fallback
530880,红利国企ETF银河,1.09,eastmoney_fallback
159263,价值ETF易方达,1.199,eastmoney_fallback
159226,中证A500增强ETF国泰,1.309,eastmoney_fallback
588270,科创200ETF易方达,1.747,eastmoney_fallback
159635,基建ETF华夏,1.092,eastmoney_fallback
515080,中证红利ETF招商,1.64,eastmoney_fallback
159613,信息安全ETF嘉实,0.984,eastmoney_fallback
588230,科创200ETF华泰柏瑞,1.875,eastmoney_fallback
515070,人工智能ETF华夏,2.207,eastmoney_fallback
159199,石油ETF平安,0.998,eastmoney_fallback
561380,电网设备ETF国泰,2.111,eastmoney_fallback
563280,A50增强ETF富国,1.447,eastmoney_fallback
516860,金融科技ETF博时,1.226,eastmoney_fallback
159213,机器人ETF汇添富,1.229,eastmoney_fallback
561900,沪深300ESGETF招商,1.006,eastmoney_fallback
159120,港股通科技ETF国联安,0.783,eastmoney_fallback
563520,沪深300ETF永赢,1.231,eastmoney_fallback
159691,港股红利ETF工银,1.346,eastmoney_fallback
515150,一带一路ETF富国,1.683,eastmoney_fallback
159262,港股通科技ETF广发,0.899,eastmoney_fallback
516330,物联网ETF华泰柏瑞,1.578,eastmoney_fallback
515180,红利ETF易方达,1.466,eastmoney_fallback
515720,金融科技ETF富国,0.79,eastmoney_fallback
589180,科创新材料ETF汇添富,1.693,eastmoney_fallback
517160,长江保护ETF南方,1.016,eastmoney_fallback
159653,ESG300ETF国联安,1.247,eastmoney_fallback
159589,红利ETF广发,1.134,eastmoney_fallback
510310,沪深300ETF易方达,4.657,eastmoney_fallback
159026,石油ETF南方,1.024,eastmoney_fallback
510330,沪深300ETF华夏,5.009,eastmoney_fallback
159330,沪深300ETF东财,1.48,eastmoney_fallback
516950,基建ETF银华,1.139,eastmoney_fallback
159019,石油ETF华宝,1.027,eastmoney_fallback
159750,港股科技50ETF招商,0.914,eastmoney_fallback
588140,科创200ETF广发,1.259,eastmoney_fallback
510300,沪深300ETF华泰柏瑞,4.812,eastmoney_fallback
159895,物联网ETF易方达,1.383,eastmoney_fallback
512030,中证A50增强ETF易方达,1.155,eastmoney_fallback
562920,信息安全ETF易方达,1.04,eastmoney_fallback
588160,科创新材料ETF南方,1.048,eastmoney_fallback
159896,物联网ETF南方,1.284,eastmoney_fallback
515660,沪深300ETF国联安,5.957,eastmoney_fallback
159751,港股通科技ETF鹏华,0.935,eastmoney_fallback
159393,沪深300ETF万家,5.026,eastmoney_fallback
159335,央企科创ETF融通,1.534,eastmoney_fallback
159523,沪深300成长ETF华夏,1.299,eastmoney_fallback
515310,沪深300ETF汇添富,1.431,eastmoney_fallback
159135,港股通科技ETF前海开源,0.835,eastmoney_fallback
589990,科创综指ETF华泰柏瑞,1.559,eastmoney_fallback
517950,沪深港科技50ETF交银,1.08,eastmoney_fallback
516000,大数据ETF华夏,1.081,eastmoney_fallback
560370,红利质量ETF易方达,0.961,eastmoney_fallback
513530,港股通红利ETF华泰柏瑞,1.683,eastmoney_fallback
560030,800价值ETF汇添富,1.325,eastmoney_fallback
159602,中国A50ETF南方,1.088,eastmoney_fallback
560710,船舶ETF富国,1.089,eastmoney_fallback
159189,石油ETF华夏,0.97,eastmoney_fallback
159181,石油ETF易方达,0.972,eastmoney_fallback
159697,石油ETF鹏华,1.466,eastmoney_fallback
512360,MSCIA股ETF平安,1.845,eastmoney_fallback
560050,中国A50ETF汇添富,1.108,eastmoney_fallback
512930,AI人工智能ETF平安,2.479,eastmoney_fallback
159283,通用航空ETF南方,1.116,eastmoney_fallback
513160,港股科技ETF银华,0.997,eastmoney_fallback
515810,中证800ETF易方达,1.745,eastmoney_fallback
589890,科创综指ETF景顺,1.497,eastmoney_fallback
589080,科创综指ETF汇添富,1.499,eastmoney_fallback
515890,红利ETF博时,1.499,eastmoney_fallback
589860,科创综指ETF天弘,1.5,eastmoney_fallback
588820,科创200ETF华夏,2.0,eastmoney_fallback
510670,上证180ETF华夏,1.0,eastmoney_fallback
159586,计算机ETF南方,1.25,eastmoney_fallback
589880,科创综指ETF建信,1.501,eastmoney_fallback
159197,石油ETF招商,1.003,eastmoney_fallback
563000,中国A50ETF易方达,1.13,eastmoney_fallback
589500,科创综指ETF工银,1.518,eastmoney_fallback
159666,交通运输ETF华夏,1.012,eastmoney_fallback
515680,央企创新ETF嘉实,1.775,eastmoney_fallback
510270,国企ETF中银,1.525,eastmoney_fallback
589780,科创200ETF富国,1.271,eastmoney_fallback
159103,金融科技ETF汇添富,0.764,eastmoney_fallback
159811,5GETF博时,2.805,eastmoney_fallback
159542,工程机械ETF大成,1.53,eastmoney_fallback
159930,能源ETF汇添富,1.795,eastmoney_fallback
517330,长江保护ETF易方达,1.028,eastmoney_fallback
516530,物流ETF银华,1.03,eastmoney_fallback
510210,上证指数ETF富国,1.032,eastmoney_fallback
159202,恒生互联网ETF万家,0.903,eastmoney_fallback
510380,沪深300ETF国寿,1.42,eastmoney_fallback
510720,红利国企ETF国泰,1.037,eastmoney_fallback
510150,消费ETF招商,0.519,eastmoney_fallback
562070,沪深300指增ETF华宝,1.043,eastmoney_fallback
516100,金融科技ETF华夏,1.184,eastmoney_fallback
562080,300现金流ETF华宝,0.658,eastmoney_fallback
562570,信创ETF华夏,1.448,eastmoney_fallback
520890,港股通红利低波ETF华泰柏瑞,1.448,eastmoney_fallback
159545,恒生红利低波ETF易方达,1.451,eastmoney_fallback
560850,信创ETF汇添富,1.452,eastmoney_fallback
159898,医疗器械ETF招商,0.529,eastmoney_fallback
159320,电网设备ETF广发,2.123,eastmoney_fallback
510370,沪深300ETF兴业,1.066,eastmoney_fallback
520550,港股红利低波ETF招商,1.201,eastmoney_fallback
159207,高股息ETF广发,1.201,eastmoney_fallback
159152,港股通科技ETF平安,0.804,eastmoney_fallback
516970,基建ETF广发,1.21,eastmoney_fallback
516560,养老ETF华宝,0.807,eastmoney_fallback
512650,长三角ETF汇添富,1.345,eastmoney_fallback
510160,产业升级ETF南方,0.942,eastmoney_fallback
159267,航天ETF华安,1.078,eastmoney_fallback
515920,智能消费ETF博时,1.224,eastmoney_fallback
159583,通信ETF富国,1.633,eastmoney_fallback
159148,石油ETF富国,1.092,eastmoney_fallback
159807,科技ETF易方达,0.821,eastmoney_fallback
589000,科创综指ETF华夏,1.508,eastmoney_fallback
589660,科创综指ETF南方,1.514,eastmoney_fallback
589770,科创综指ETF招商,1.518,eastmoney_fallback
515200,创新100ETF申万菱信,2.364,eastmoney_fallback
561370,中证2000ETF国泰,1.546,eastmoney_fallback
513330,恒生互联网ETF华夏,0.422,eastmoney_fallback
159791,300ESGETF华夏,1.131,eastmoney_fallback
520610,港股红利低波ETF银华,0.999,eastmoney_fallback
159195,石油ETF华安,1.0,eastmoney_fallback
515860,科技ETF嘉实,1.858,eastmoney_fallback
563380,航空航天ETF华泰柏瑞,1.144,eastmoney_fallback
510980,上证指数ETF汇添富,1.431,eastmoney_fallback
589200,科创200ETF工银,1.435,eastmoney_fallback
510320,沪深300ETF中金,1.292,eastmoney_fallback
159153,消费电子ETF鹏华,1.15,eastmoney_fallback
159178,消费电子ETF汇添富,1.012,eastmoney_fallback
159662,交运ETF南方,1.019,eastmoney_fallback
159974,央企创新ETF富国,1.904,eastmoney_fallback
515900,央企创新ETF博时,1.76,eastmoney_fallback
159619,基建ETF国泰,1.032,eastmoney_fallback
159797,医疗器械ETF汇添富,0.739,eastmoney_fallback
516700,大数据ETF华宝,1.04,eastmoney_fallback
560070,央企红利ETF汇添富,1.196,eastmoney_fallback
159786,VRETF银华,1.201,eastmoney_fallback
588670,科创综指增强ETF嘉实,1.652,eastmoney_fallback
589170,科创芯片设计ETF鹏华,1.054,eastmoney_fallback
520980,港股通科技ETF汇添富,0.906,eastmoney_fallback
560700,央企红利ETF广发,1.211,eastmoney_fallback
159719,国企ETF平安,1.669,eastmoney_fallback
159117,港股通红利低波ETF鹏华,1.07,eastmoney_fallback
589630,科创综指ETF国泰,1.531,eastmoney_fallback
560330,沪深300价值ETF申万菱信,1.236,eastmoney_fallback
513950,恒生红利ETF富国,1.393,eastmoney_fallback
159517,中证800增强ETF银华,1.398,eastmoney_fallback
515750,科技50ETF富国,1.866,eastmoney_fallback
516600,消费服务ETF工银,0.625,eastmoney_fallback
516250,工程机械ETF富国,1.096,eastmoney_fallback
159220,港股通红利低波ETF华宝,0.629,eastmoney_fallback
563560,科技成长ETF兴业,1.105,eastmoney_fallback
159227,航空航天ETF华夏,1.265,eastmoney_fallback
159581,红利ETF万家,1.108,eastmoney_fallback
589030,科创芯片设计ETF易方达,1.11,eastmoney_fallback
159391,大盘价值ETF博时,1.11,eastmoney_fallback
159701,物联网ETF招商,1.269,eastmoney_fallback
159255,通用航空ETF易方达,1.114,eastmoney_fallback
520840,港股通恒生科技ETF华安,0.797,eastmoney_fallback
515970,工程机械ETF华夏,0.957,eastmoney_fallback
588520,科创增强ETF永赢,1.44,eastmoney_fallback
159883,医疗器械ETF永赢,0.48,eastmoney_fallback
515600,央企创新ETF广发,1.765,eastmoney_fallback
159601,A50ETF华夏,1.125,eastmoney_fallback
159945,能源ETF广发,1.452,eastmoney_fallback
561960,央企回报ETF招商,1.298,eastmoney_fallback
560020,红利ETF汇添富,1.149,eastmoney_fallback
589680,科创综指ETF鹏华,1.478,eastmoney_fallback
159899,软件ETF招商,0.824,eastmoney_fallback
589210,科创芯片设计ETF广发,1.319,eastmoney_fallback
560390,电网设备ETF易方达,0.993,eastmoney_fallback
513360,教育ETF博时,0.497,eastmoney_fallback
589600,科创综指ETF富国,1.497,eastmoney_fallback
562600,医疗器械ETF华夏,0.838,eastmoney_fallback
512330,信息科技ETF南方,1.678,eastmoney_fallback
159965,央视50ETF国联,1.68,eastmoney_fallback
515580,科技100ETF华泰柏瑞,1.346,eastmoney_fallback
159260,证券ETF博时,0.847,eastmoney_fallback
513630,港股低波红利ETF摩根,1.695,eastmoney_fallback
510040,上证180ETF鹏华,1.188,eastmoney_fallback
159118,港股通红利低波ETF华夏,1.021,eastmoney_fallback
561010,软件ETF华安,1.033,eastmoney_fallback
159795,智能汽车ETF汇添富,1.034,eastmoney_fallback
159994,通信ETF银华,1.213,eastmoney_fallback
560280,工程机械ETF广发,1.733,eastmoney_fallback
589070,科创芯片设计ETF天弘,1.043,eastmoney_fallback
515050,通信ETF华夏,2.978,eastmoney_fallback
516750,建材ETF富国,0.705,eastmoney_fallback
530080,上证180ETF天弘,1.238,eastmoney_fallback
159787,建材ETF易方达,0.71,eastmoney_fallback
159177,工程机械ETF鹏华,1.081,eastmoney_fallback
513350,标普油气ETF富国,1.267,eastmoney_fallback
589550,科创价值ETF华夏,1.268,eastmoney_fallback
588460,科创50增强ETF鹏华,1.812,eastmoney_fallback
562030,信创ETF华宝,0.547,eastmoney_fallback
515100,红利低波100ETF景顺,1.459,eastmoney_fallback
517350,沪港深科技ETF广发,0.912,eastmoney_fallback
517090,央企共赢ETF国泰,1.647,eastmoney_fallback
588550,科创综指增强ETF易方达,1.282,eastmoney_fallback
520830,沙特ETF华泰柏瑞,0.925,eastmoney_fallback
510600,上证50ETF申万菱信,3.889,eastmoney_fallback
512550,富时A50ETF嘉实,1.863,eastmoney_fallback
159257,航空ETF汇添富,1.121,eastmoney_fallback
159732,消费电子ETF华夏,1.319,eastmoney_fallback
159877,医疗ETF南方,0.566,eastmoney_fallback
589900,科创综指ETF博时,1.51,eastmoney_fallback
516790,医疗ETF华泰柏瑞,0.57,eastmoney_fallback
159378,通用航空ETF永赢,1.33,eastmoney_fallback
562320,沪深300价值ETF银华,1.337,eastmoney_fallback
